ID,symmetry,seq_length
3e07_A,C2,228
3e0k_A,C2,300
3e0y_A,C2,362
3e10_A,C2,336
3e18_A,C2,718
3e39_A,C2,356
3e3p_A,C2,720
3e3x_A,C2,664
3e48_A,C2,578
3e4c_A,C2,604
3e4v_A,C2,372
3e56_A,C2,226
3e57_A,C2,422
3e5d_A,C2,254
3e5t_A,C2,488
3e7j_A,C2,1498
3e7p_A,C2,540
3e7q_A,C2,430
3e8o_A,C2,238
3e8s_A,C2,454
3e8x_A,C2,472
3e96_A,C2,632
3e97_A,C2,462
3e98_A,C2,504
3e9k_A,C2,930
3ea0_A,C2,490
3eag_A,C2,652
3eaq_A,C2,424
3ebt_A,C2,264
3ec6_A,C2,278
3ec9_A,C2,280
3ecy_A,C2,320
3edf_A,C2,1202
3edn_A,C2,598
3edp_A,C2,472
3eea_A,C2,324
3eeg_A,C2,650
3eei_A,C2,466
3eeq_A,C2,672
3eer_A,C2,296
3ees_A,C2,306
3efa_A,C2,294
3efy_A,C2,390
3ego_A,C2,614
3egq_A,C2,340
3eh7_A,C2,868
3ehh_A,C2,436
3ein_A,C2,418
3ejk_A,C2,348
3ek3_A,C2,380
3el6_A,C2,626
3en8_A,C2,256
3enc_A,C2,174
3enu_A,C2,228
3eo2_A,C2,462
3eo6_A,C2,212
3eof_A,C2,496
3eoq_A,C2,812
3ep1_A,C2,352
3eq2_A,C2,788
3eqx_A,C2,746
3er7_A,C2,262
3err_A,C2,1072
3ers_X,C2,236
3es1_A,C2,344
3es2_A,C2,510
3es4_A,C2,232
3esm_A,C2,304
3euc_A,C2,734
3euo_A,C2,758
3eup_A,C2,408
3eus_A,C2,172
3evt_A,C2,648
3ewb_X,C2,586
3ewg_A,C2,182
3ewm_A,C2,626
3exc_X,C2,182
3ey7_A,C2,266
3eyx_A,C2,432
3eyy_A,C2,290
3ez1_A,C2,846
3ez2_A,C2,796
3ezs_A,C2,752
3ezu_A,C2,684
3f08_A,C2,292
3f0c_A,C2,432
3f0h_A,C2,752
3f0n_A,C2,828
3f13_A,C2,326
3f14_A,C2,224
3f1b_A,C2,406
3f1y_A,C2,774
3f6v_A,C2,302
3fcg_A,C2,180
3ff5_A,C2,108
3fhw_A,C2,230
3fjv_A,C2,388
3fnb_A,C2,810
3f2u_A,C2,110
3f2v_A,C2,384
3f3k_A,C2,530
3f3x_A,C2,288
3f3z_A,C2,554
3f40_A,C2,228
3f41_A,C2,1258
3f4w_A,C2,422
3f5h_A,C2,136
3f5r_A,C2,382
3f6a_A,C2,318
3f6d_A,C2,438
3f6g_A,C2,254
3f6t_A,C2,1066
3f70_A,C2,912
3f7c_A,C2,400
3f7e_A,C2,262
3f7s_A,C2,284
3f7x_A,C2,302
3f84_A,C2,624
3f8h_A,C2,300
3f8m_A,C2,496
3f9q_A,C2,658
3f9s_A,C2,292
3f9u_A,C2,344
3fb9_A,C2,180
3fbg_A,C2,692
3fbk_A,C2,306
3fbx_A,C2,1118
3fcd_A,C2,268
3fcn_A,C2,328
3fd3_A,C2,416
3fd5_A,C2,788
3fdb_A,C2,754
3fdg_A,C2,710
3fdk_A,C2,646
3fe3_A,C2,656
3feg_A,C2,758
3ff0_A,C2,326
3ff2_A,C2,234
3ffh_A,C2,726
3ffm_A,C2,334
3ffr_A,C2,724
3ffy_A,C2,230
3fge_A,C2,406
3fgv_A,C2,212
3fgy_A,C2,270
3fh0_A,C2,288
3fh1_A,C2,258
3fh3_A,C2,316
3fho_A,C2,1016
3fi9_A,C2,686
3fjy_A,C2,728
3fk9_A,C2,376
3fkj_A,C2,694
3fkq_A,C2,746
3flc_O,C2,1036
3flj_A,C2,310
3fm2_A,C2,270
3fmb_A,C2,236
3fmy_A,C2,146
3fou_A,C2,312
3fpk_A,C2,502
3fqm_A,C2,354
3fr7_A,C2,1050
3frk_A,C2,746
3frq_A,C2,390
3frs_A,C2,378
3fry_A,C2,146
3fs3_A,C2,718
3fsd_A,C2,268
3fse_A,C2,730
3fu1_A,C2,230
3fv6_A,C2,318
3fvq_A,C2,718
3fwy_A,C2,628
3fwz_A,C2,280
3fx3_A,C2,474
3fx7_A,C2,188
3fxh_A,C2,270
3fyb_A,C2,208
3fyf_A,C2,352
3fyn_A,C2,352
3fzx_A,C2,436
3g02_A,C2,816
3g0k_A,C2,296
3g0t_A,C2,874
3g2b_A,C2,190
3g67_A,C2,426
3ga1_A,C2,258
3gbv_A,C2,608
3gdo_A,C2,716
3get_A,C2,730
3gra_A,C2,404
3grd_A,C2,268
3gw4_A,C2,406
3gyd_A,C2,374
3g12_A,C2,256
3g13_A,C2,338
3g14_A,C2,386
3g16_A,C2,312
3g1c_A,C2,208
3g1e_A,C2,78
3g1p_A,C2,516
3g1z_A,C2,652
3g23_A,C2,548
3g27_A,C2,192
3g2m_A,C2,598
3g3z_A,C2,290
3g4o_A,C2,940
3g6o_A,C2,1010
3g79_A,C2,956
3g7d_A,C2,886
3g7p_A,C2,312
3g7q_A,C2,834
3g7r_A,C2,442
3g80_A,C2,194
3g8h_A,C2,244
3g8k_A,C2,260
3g8r_A,C2,700
3g8y_A,C2,782
3g8z_A,C2,296
3g9g_A,C2,574
3gb0_A,C2,746
3gb3_A,C2,474
3gb5_A,C2,518
3gbr_A,C2,690
3gby_A,C2,256
3gdi_A,C2,618
3gdm_A,C2,534
3gdw_A,C2,278
3ge5_A,C2,396
3ge6_A,C2,424
3gee_A,C2,952
3geh_A,C2,924
3gfa_A,C2,396
3gff_A,C2,662
3ghf_A,C2,240
3ghj_A,C2,282
3giu_A,C2,430
3gju_A,C2,920
3gk7_A,C2,896
3gl5_A,C2,478
3gla_A,C2,200
3glv_A,C2,286
3gm5_A,C2,318
3gmg_A,C2,340
3gmx_A,C2,308
3goa_A,C2,774
3gpv_A,C2,296
3gr3_A,C2,460
3gro_A,C2,596
3grz_A,C2,410
3gs3_A,C2,514
3gu3_A,C2,568
3guv_A,C2,334
3guz_A,C2,352
3gv3_A,C2,126
3gvx_A,C2,580
3gw3_A,C2,734
3gw7_A,C2,478
3gwa_A,C2,730
3gwb_A,C2,868
3gwl_A,C2,212
3gwn_A,C2,228
3gwo_A,C2,108
3gwq_A,C2,852
3gwr_A,C2,288
3gwy_A,C2,280
3gx1_A,C2,260
3gyb_A,C2,560
3gz5_A,C2,480
3gz7_A,C2,230
3gza_A,C2,886
3gzi_A,C2,436
3gzl_A,C2,162
3gzr_A,C2,292
3h05_A,C2,354
3h9w_A,C2,230
3hdc_A,C2,316
3heb_A,C2,304
3hk0_A,C2,512
3hkf_A,C2,428
3hrs_A,C2,428
3hwl_A,C2,328
3i1j_A,C2,494
3h0n_A,C2,376
3h1n_A,C2,504
3h2d_A,C2,310
3h2s_A,C2,448
3h2t_A,C2,670
3h2z_A,C2,764
3h3h_A,C2,244
3h3m_A,C2,252
3h4o_A,C2,382
3h51_A,C2,312
3h6g_A,C2,790
3h6n_A,C2,254
3h78_A,C2,718
3h8u_A,C2,250
3h95_A,C2,398
3ha2_A,C2,354
3hah_A,C2,650
3hba_A,C2,668
3hcs_A,C2,340
3hcw_A,C2,590
3hcy_A,C2,302
3hdj_A,C2,626
3hdo_A,C2,720
3hdt_A,C2,446
3he8_A,C2,298
3hfi_A,C2,340
3hfj_A,C2,382
3hft_A,C2,514
3hg3_A,C2,808
3hg9_A,C2,262
3hgu_A,C2,738
3hh7_A,C2,130
3hhe_A,C2,510
3hhf_A,C2,426
3hhv_A,C2,220
3hi0_A,C2,1016
3hi7_A,C2,1462
3hid_A,C2,864
3him_A,C2,422
3hj2_A,C2,66
3hj6_A,C2,654
3hj9_A,C2,446
3hjg_A,C2,426
3hjn_A,C2,394
3hjv_A,C2,624
3hkv_A,C2,434
3hl3_A,C2,538
3hl4_A,C2,472
3hl6_A,C2,450
3hlu_A,C2,192
3hlx_A,C2,516
3hm4_A,C2,312
3hmz_A,C2,398
3hnw_A,C2,276
3ho7_A,C2,464
3hoa_A,C2,1018
3hoi_A,C2,386
3hpe_A,C2,328
3hpx_A,C2,850
3hqx_A,C2,222
3hr0_A,C2,526
3hs3_A,C2,554
3hsy_A,C2,752
3ht1_A,C2,290
3htr_A,C2,240
3htv_A,C2,620
3hup_A,C2,260
3hv2_A,C2,306
3hwp_A,C2,604
3hwr_A,C2,636
3hx9_A,C2,248
3hxs_A,C2,282
3hz4_A,C2,280
3hzp_A,C2,262
3hzu_A,C2,636
3i0p_A,C2,730
3i0z_A,C2,778
3i23_A,C2,698
3i24_A,C2,298
3i2a_A,C2,374
3iao_A,C2,556
3idf_A,C2,276
3jth_A,C2,196
3i2w_A,C2,580
3i32_A,C2,600
3i3n_A,C2,558
3i3w_A,C2,886
3i42_A,C2,254
3i44_A,C2,994
3i4s_A,C2,298
3i4t_A,C2,584
3i4u_A,C2,540
3i53_A,C2,664
3i5c_A,C2,412
3i5t_A,C2,952
3i5w_A,C2,64
3i6s_A,C2,1298
3i6u_A,C2,838
3i7d_A,C2,326
3i7f_A,C2,1096
3i83_A,C2,640
3i9x_A,C2,374
3ia1_A,C2,308
3ial_A,C2,1036
3ib5_A,C2,696
3ib7_A,C2,660
3ibj_A,C2,1382
3ibm_A,C2,334
3ibs_A,C2,436
3ic6_A,C2,446
3ica_A,C2,426
3icf_A,C2,670
3icu_A,C2,388
3icv_A,C2,632
3id3_A,C2,178
3id9_A,C2,342
3idd_A,C2,814
3ife_A,C2,868
3ifu_A,C2,360
3igf_A,C2,748
3igh_X,C2,972
3iht_A,C2,348
3iib_A,C2,888
3ijm_A,C2,302
3ijt_A,C2,310
3ijw_A,C2,536
3ikk_A,C2,254
3ikl_A,C2,918
3ikv_A,C2,414
3ilw_A,C2,940
3ilx_A,C2,286
3in6_A,C2,296
3ing_A,C2,650
3inv_A,C2,1042
3io5_A,C2,666
3ioy_A,C2,638
3ipi_A,C2,590
3iq0_A,C2,660
3ir3_A,C2,296
3ir9_A,C2,332
3irv_A,C2,466
3isl_A,C2,832
3iso_A,C2,436
3isq_A,C2,786
3isx_A,C2,686
3it3_A,C2,684
3itf_A,C2,290
3itq_A,C2,432
3iup_A,C2,758
3iuw_A,C2,166
3iv3_A,C2,664
3iv7_A,C2,728
3ivr_A,C2,1018
3ivs_A,C2,846
3ivz_A,C2,524
3iwa_A,C2,944
3ix3_A,C2,346
3ix6_A,C2,720
3ix7_A,C2,268
3jrt_A,C2,384
3jsl_A,C2,636
3jtf_A,C2,258
3jtx_A,C2,792
3jtz_A,C2,176
3jvn_A,C2,332
3k5s_A,C2,434
3k69_A,C2,324
3kcn_A,C2,302
3kng_A,C2,250
3kvh_A,C2,428
3ju7_A,C2,754
3ju8_A,C2,980
3jv9_A,C2,438
3jvd_A,C2,666
3jx9_A,C2,340
3jxe_A,C2,784
3jyo_A,C2,566
3jyu_A,C2,462
3jz3_A,C2,444
3k0l_A,C2,324
3k0z_A,C2,318
3k1t_A,C2,864
3k21_A,C2,382
3k2n_A,C2,354
3k2o_A,C2,672
3k2v_A,C2,298
3k2z_A,C2,392
3k30_A,C2,1380
3k40_A,C2,950
3k6h_A,C2,394
3k6z_A,C2,438
3k7m_X,C2,862
3k7y_A,C2,810
3k86_A,C2,370
3k8a_A,C2,206
3k8r_A,C2,248
3k94_A,C2,446
3k96_A,C2,712
3k9c_A,C2,578
3k9g_A,C2,534
3k9i_A,C2,234
3k9u_A,C2,318
3ka5_A,C2,130
3kbq_A,C2,344
3kc2_A,C2,704
3kdw_A,C2,442
3ke3_A,C2,758
3ke7_A,C2,268
3keo_A,C2,424
3kgk_A,C2,220
3kgw_A,C2,786
3kgy_A,C2,462
3kgz_A,C2,312
3kh1_A,C2,400
3kh8_A,C2,664
3khn_A,C2,348
3khy_A,C2,768
3kiz_A,C2,788
3kkb_A,C2,260
3kkg_A,C2,292
3kmh_A,C2,492
3kmi_A,C2,354
3knw_A,C2,424
3kol_A,C2,312
3kos_A,C2,438
3kpc_A,C2,248
3kph_A,C2,434
3kq5_A,C2,786
3krn_A,C2,444
3krs_A,C2,542
3ksp_A,C2,258
3ksr_A,C2,580
3ksu_A,C2,524
3ksv_A,C2,298
3ku7_A,C2,160
3kuv_A,C2,278
3kuz_A,C2,252
3kv1_A,C2,534
3kvq_A,C2,216
3kw2_A,C2,514
3kw3_A,C2,752
3kwk_A,C2,350
3kwp_A,C2,592
3kws_A,C2,574
3kx0_X,C2,370
3kxk_A,C2,728
3ky8_A,C2,394
3kya_A,C2,992
3kyz_A,C2,250
3kzh_A,C2,656
3kzp_A,C2,470
3kzt_A,C2,286
3l07_A,C2,570
3l12_A,C2,626
3l18_A,C2,336
3l1e_A,C2,212
3l2b_A,C2,490
3l2j_A,C2,1070
3l32_A,C2,90
3l3b_A,C2,484
3l3p_A,C2,586
3l44_A,C2,868
3l46_A,C2,224
3l5l_A,C2,726
3l5z_A,C2,312
3l6b_A,C2,692
3l6d_A,C2,612
3l6u_A,C2,586
3l76_A,C2,1200
3l7o_A,C2,450
3l7w_A,C2,216
3l7x_A,C2,346
3l84_A,C2,1264
3l8a_A,C2,842
3l8d_A,C2,484
3l9y_A,C2,308
3lag_A,C2,196
3las_A,C2,332
3lbb_A,C2,326
3lcr_A,C2,638
3ldt_A,C2,338
3le4_A,C2,158
3led_A,C2,784
3lef_A,C2,344
3leh_A,C2,850
3lf6_A,C2,322
3lfp_A,C2,196
3lfr_A,C2,272
3lfv_A,C2,862
3lgd_A,C2,1016
3lgj_A,C2,338
3lhc_A,C2,200
3lhq_A,C2,440
3lhr_A,C2,186
3lhx_A,C2,638
3ljk_A,C2,1086
3ljl_A,C2,312
3lkk_A,C2,498
3lkv_A,C2,604
3ll9_A,C2,538
3llm_A,C2,470
3llx_A,C2,752
3lm2_A,C2,452
3lm6_A,C2,692
3lmb_A,C2,330
3lmd_A,C2,720
3lmz_A,C2,514
3ln6_A,C2,1500
3ln7_A,C2,1514
3lnc_A,C2,462
3loi_A,C2,344
3lom_A,C2,626
3lpm_A,C2,518
3lpx_A,C2,1000
3lq6_A,C2,640
3lru_A,C2,320
3ls9_A,C2,912
3lsj_A,C2,440
3ltm_A,C2,422
3luf_A,C2,518
3lul_A,C2,544
3luy_A,C2,658
3lv8_A,C2,472
3lv9_A,C2,296
3lw3_A,C2,290
3lw7_A,C2,358
3lwc_A,C2,238
3lwd_A,C2,452
3kxq_A,C2,550
3lk5_A,C2,760
3lwb_A,C2,746
3lwj_A,C2,404
3lwk_A,C2,382
3lxx_A,C2,478
3ly7_A,C2,744
3lyd_A,C2,322
3lyg_A,C2,240
3lyh_A,C2,252
3lyn_A,C2,272
3lyp_A,C2,430
3lyy_A,C2,214
3lz8_A,C2,658
3lzw_A,C2,664
3m0g_A,C2,594
3m1e_A,C2,188
3m1u_A,C2,868
3m3h_A,C2,468
3m3w_A,C2,640
3m4t_A,C2,248
3m5u_A,C2,722
3m7p_A,C2,616
3m84_A,C2,700
3m8e_A,C2,248
3m8j_A,C2,222
3m92_A,C2,214
3mad_A,C2,1028
3mah_A,C2,314
3maj_A,C2,764
3mbd_A,C2,684
3mbk_A,C2,528
3mcp_A,C2,732
3mcq_A,C2,638
3mcw_A,C2,396
3md7_A,C2,586
3mdo_A,C2,778
3mdp_A,C2,284
3meb_A,C2,896
3mes_A,C2,848
3mex_A,C2,284
3mgg_A,C2,552
3mgj_A,C2,236
3mgk_A,C2,422
3mhx_A,C2,170
3mjq_A,C2,252
3mmh_A,C2,334
3mmj_A,C2,628
3mng_A,C2,346
3moi_A,C2,774
3mol_A,C2,368
3mq0_A,C2,550
3mq4_A,C2,962
3msu_A,C2,854
3mt1_A,C2,730
3mti_A,C2,370
3mtq_A,C2,318
3mtr_A,C2,430
3mtv_A,C2,406
3mux_A,C2,502
3mve_A,C2,830
3mvg_A,C2,550
3mwc_A,C2,800
3mx1_A,C2,470
3mxt_A,C2,570
3mzn_A,C2,900
3mzv_A,C2,682
3n05_A,C2,1180
3n29_A,C2,836
3n2q_A,C2,574
3n2z_B,C2,892
3n3w_A,C2,496
3n4j_A,C2,330
3n5f_A,C2,816
3n8b_A,C2,196
3n8h_A,C2,528
3n9t_A,C2,580
3lx7_A,C2,348
3lxy_A,C2,668
3lyx_A,C2,248
3mcz_A,C2,704
3mil_A,C2,480
3mse_B,C2,360
3mvp_A,C2,434
3mz2_A,C2,584
3n9x_A,C2,864
3na5_A,C2,1140
3naq_A,C2,714
3nas_A,C2,466
3nat_A,C2,328
3nau_A,C2,132
3ncv_A,C2,440
3nd0_A,C2,932
3nd1_A,C2,550
3ndc_A,C2,528
3ndo_A,C2,462
3ne8_A,C2,468
3nek_A,C2,476
3net_A,C2,930
3neu_A,C2,250
3nf2_A,C2,704
3nh4_A,C2,654
3ni0_A,C2,198
3ni7_A,C2,426
3nib_A,C2,618
3nj2_A,C2,348
3njb_A,C2,666
3njc_A,C2,316
3nk6_A,C2,554
3nkh_A,C2,488
3nkl_A,C2,282
3nl9_A,C2,342
3nme_A,C2,588
3nnf_A,C2,688
3nnn_A,C2,244
3nnr_A,C2,456
3no7_A,C2,160
3noq_A,C2,462
3npf_A,C2,612
3npi_A,C2,502
3npk_A,C2,582
3nqb_A,C2,1216
3nqk_A,C2,638
3nqn_A,C2,316
3nqo_A,C2,378
3nr1_A,C2,356
3nra_A,C2,814
3nrr_A,C2,1030
3nsx_A,C2,1332
3ntd_A,C2,1130
3ntl_A,C2,796
3ntv_A,C2,464
3nua_A,C2,476
3nui_A,C2,956
3nv9_A,C2,974
3nva_A,C2,1070
3nvu_A,C2,376
3nwr_A,C2,864
3nx3_A,C2,790
3nx4_A,C2,648
3nyd_A,C2,632
3nym_A,C2,256
3nyy_A,C2,504
3o0h_A,C2,968
3o0l_A,C2,224
3o27_A,C2,136
3o60_A,C2,370
3o6c_A,C2,520
3o6z_A,C2,382
3o74_A,C2,544
3o7b_A,C2,488
3o8s_A,C2,412
3oa4_A,C2,322
3oa7_A,C2,412
3oao_A,C2,294
3obw_A,C2,728
3oc4_A,C2,904
3oco_A,C2,306
3ocu_A,C2,524
3od1_A,C2,800
3odp_A,C2,786
3of5_A,C2,456
3ofg_A,C2,190
3ogh_A,C2,342
3ohe_A,C2,274
3ohr_A,C2,606
3nbc_A,C2,296
3nkd_A,C2,610
3oht_A,C2,778
3oi8_A,C2,312
3oii_A,C2,506
3oip_A,C2,466
3oit_A,C2,774
3oj7_A,C2,234
3ok8_A,C2,444
3okq_A,C2,282
3okw_A,C2,1130
3okx_A,C2,338
3ol3_A,C2,214
3om0_A,C2,786
3oml_A,C2,1226
3oms_A,C2,276
3omt_A,C2,146
3onp_A,C2,498
3ont_A,C2,304
3oon_A,C2,246
3oop_A,C2,286
3op3_A,C2,432
3op6_A,C2,304
3op7_A,C2,750
3opb_A,C2,1556
3opc_A,C2,308
3oqp_A,C2,422
3oqu_A,C2,410
3orq_A,C2,754
3oru_A,C2,468
3osk_A,C2,260
3ot2_A,C2,374
3ovp_A,C2,456
3owf_A,C2,286
3oxp_A,C2,300
3oy2_A,C2,826
3oyr_A,C2,690
3oz7_A,C2,834
3p0k_A,C2,532
3p0u_A,C2,498
3p1v_A,C2,814
3p2c_A,C2,926
3p2y_A,C2,762
3p4e_A,C2,698
3p5n_A,C2,378
3p6b_A,C2,410
3p7i_A,C2,642
3p8d_A,C2,134
3p8k_A,C2,562
3p8l_A,C2,604
3p8t_A,C2,588
3p9v_A,C2,322
3p9x_A,C2,422
3pa8_A,C2,508
3paj_A,C2,640
3pc6_A,C2,208
3pdk_A,C2,938
3pfe_A,C2,944
3pfg_A,C2,526
3pfo_A,C2,866
3pft_A,C2,314
3pg8_A,C2,544
3pgb_A,C2,1594
3pgz_A,C2,386
3pi7_A,C2,698
3pid_A,C2,864
3piu_A,C2,870
3pjf_A,C2,540
3pjv_D,C2,260
3pjy_A,C2,272
3pko_A,C2,668
3pm6_A,C2,612
3pmc_A,C2,278
3pmd_A,C2,306
3pmr_A,C2,438
3pnu_A,C2,718
3ppe_A,C2,406
3ppl_A,C2,854
3ppz_A,C2,618
3pq1_A,C2,928
3pr3_A,C2,1194
3prb_A,C2,462
3ooo_A,C2,264
3pjz_A,C2,988
3ppb_A,C2,390
3pss_A,C2,432
3pty_A,C2,812
3pu9_A,C2,484
3pub_A,C2,502
3put_A,C2,332
3pwx_A,C2,478
3pzj_A,C2,418
3q01_A,C2,466
3q0x_A,C2,456
3q18_A,C2,478
3q1d_A,C2,94
3q1j_A,C2,132
3q20_A,C2,252
3q2o_A,C2,778
3q2v_A,C2,1100
3q2w_A,C2,1118
3q31_A,C2,488
3q3q_A,C2,1130
3q4o_A,C2,392
3q5w_A,C2,490
3q64_A,C2,324
3q7e_A,C2,698
3q7r_A,C2,242
3q8t_A,C2,192
3q9v_A,C2,266
3qae_A,C2,916
3qao_A,C2,498
3qav_A,C2,486
3qbd_A,C2,736
3qbm_A,C2,398
3qc0_A,C2,550
3qdo_A,C2,218
3qfl_A,C2,230
3qfm_A,C2,540
3qfw_A,C2,756
3qh9_A,C2,162
3qha_A,C2,592
3qi3_A,C2,1066
3qik_A,C2,202
3qk9_A,C2,444
3qkc_A,C2,546
3qkx_A,C2,376
3qld_A,C2,776
3qli_A,C2,910
3qne_A,C2,970
3qoo_A,C2,276
3qp1_A,C2,364
3qp6_A,C2,530
3qph_A,C2,684
3qqn_A,C2,274
3qqq_A,C2,336
3qrv_A,C2,672
3qs2_A,C2,376
3qsg_A,C2,624
3qsq_A,C2,482
3qt5_A,C2,664
3qta_A,C2,466
3qtb_A,C2,310
3qth_A,C2,352
3qu1_A,C2,342
3qw3_A,C2,510
3qw9_A,C2,352
3qwa_A,C2,668
3qwu_A,C2,740
3qyc_A,C2,292
3qyf_A,C2,648
3qyy_A,C2,334
3r03_A,C2,288
3r0a_A,C2,246
3r0j_A,C2,500
3r0n_A,C2,256
3r23_A,C2,614
3r2q_A,C2,404
3r2v_A,C2,432
3r3h_A,C2,484
3r6f_A,C2,270
3r6o_A,C2,658
3r89_A,C2,580
3r8c_A,C2,456
3ra5_A,C2,202
3rac_A,C2,746
3rau_A,C2,726
3rbn_A,C2,568
3rby_A,C2,490
3qua_A,C2,398
3qwe_A,C2,558
3qwm_A,C2,280
3r12_A,C2,520
3r2p_A,C2,370
3r8e_A,C2,642
3rd7_A,C2,572
3rmi_A,C2,228
3ry7_A,C2,608
3ryk_A,C2,410
3s18_A,C2,454
3s5t_A,C2,530
3s64_A,C2,174
3sdo_A,C2,906
3sql_A,C2,1070
3sty_A,C2,534
3sy6_A,C2,582
3t2l_A,C2,616
3t4e_A,C2,624
3rcn_A,C2,1086
3rd3_A,C2,394
3ret_A,C2,202
3rfb_A,C2,342
3rfg_A,C2,638
3rfw_A,C2,504
3rh2_A,C2,424
3rh9_A,C2,1012
3rhg_A,C2,730
3rjs_A,C2,178
3rjt_A,C2,432
3rjz_A,C2,474
3rkc_A,C2,296
3rm5_A,C2,1100
3rmg_A,C2,668
3rmh_A,C2,298
3rmj_A,C2,740
3rmv_A,C2,526
3rnr_A,C2,422
3ros_A,C2,968
3rp2_A,C2,448
3rpe_A,C2,436
3rq3_A,C2,232
3rq9_A,C2,170
3rqb_A,C2,550
3rqi_A,C2,368
3rrc_A,C2,634
3rs1_A,C2,244
3rv1_A,C2,492
3rva_A,C2,902
3rx6_A,C2,380
3rza_A,C2,792
3s2r_A,C2,166
3s3l_A,C2,714
3s46_A,C2,734
3s4r_A,C2,186
3s5b_A,C2,498
3s5d_A,C2,258
3s5r_A,C2,432
3s5s_A,C2,778
3s67_A,C2,240
3s6d_A,C2,620
3s6f_A,C2,290
3s84_A,C2,546
3s8i_A,C2,296
3s9f_A,C2,330
3sb1_A,C2,320
3sc4_A,C2,570
3sd2_A,C2,202
3sl7_A,C2,360
3sm3_A,C2,470
3sm9_A,C2,958
3snh_A,C2,1486
3sno_A,C2,630
3son_A,C2,298
3soy_A,C2,290
3spx_A,C2,668
3sqn_A,C2,970
3ssi_A,C2,226
3svk_A,C2,814
3sx6_A,C2,874
3sxy_A,C2,436
3sz3_A,C2,682
3sza_A,C2,938
3t0p_A,C2,742
3t1s_A,C2,272
3t1w_A,C2,750
3t32_A,C2,766
3t34_A,C2,720
3t38_A,C2,426
3t5t_A,C2,992
3t61_A,C2,404
3tc1_A,C2,630
3tgn_A,C2,292
3tjr_A,C2,602
3twq_A,C2,350
3u2t_A,C2,568
3u80_A,C2,302
3uaf_A,C2,234
3t69_A,C2,660
3t7e_A,C2,688
3t8k_A,C2,372
3t8r_A,C2,286
3t90_A,C2,298
3t9o_A,C2,270
3t9y_A,C2,300
3ta6_A,C2,534
3tai_A,C2,942
3tau_A,C2,416
3tb6_A,C2,596
3tbm_A,C2,138
3tbo_A,C2,120
3tcm_A,C2,1000
3tcs_A,C2,776
3tcv_A,C2,492
3td7_A,C2,590
3td9_A,C2,732
3tdg_A,C2,546
3tdq_A,C2,196
3te8_A,C2,254
3ter_A,C2,272
3tfw_A,C2,496
3tfx_A,C2,518
3tg2_A,C2,446
3tg9_A,C2,712
3tha_A,C2,504
3tj1_A,C2,1298
3tj8_A,C2,340
3tjl_A,C2,814
3tjt_A,C2,416
3tka_A,C2,694
3tlo_A,C2,606
3tm9_A,C2,292
3tn4_A,C2,720
3to3_A,C2,1238
3toe_A,C2,182
3toj_A,C2,426
3tp9_A,C2,948
3tqc_A,C2,642
3tqd_A,C2,512
3tqg_A,C2,750
3tqk_A,C2,692
3tqt_A,C2,744
3tqv_A,C2,574
3tr6_A,C2,450
3trc_A,C2,342
3tri_A,C2,560
3trt_A,C2,154
3tsa_A,C2,782
3tsm_A,C2,544
3tv9_A,C2,914
3two_A,C2,696
3tx3_A,C2,498
3tx8_A,C2,738
3txy_A,C2,398
3ty7_A,C2,956
3tz6_A,C2,688
3tze_A,C2,812
3tzt_A,C2,552
3u04_A,C2,380
3u0b_A,C2,908
3u0o_A,C2,694
3u1d_A,C2,302
3u1h_A,C2,780
3u1x_A,C2,472
3u21_A,C2,254
3u2a_A,C2,258
3u2g_A,C2,572
3u3p_A,C2,626
3u4a_A,C2,1550
3u4g_A,C2,674
3u5s_A,C2,252
3u5v_A,C2,152
3u6u_A,C2,538
3u9i_A,C2,786
3u9l_A,C2,648
3ua3_A,C2,1490
3udf_A,C2,1462
3ues_A,C2,956
3ulb_A,C2,242
3vej_A,C2,82
3vk5_A,C2,572
3vsk_A,C2,1292
3vvm_A,C2,788
3vw9_A,C2,374
3vx3_A,C2,496
3ub2_A,C2,292
3ub6_A,C2,362
3ubk_A,C2,484
3uca_A,C2,648
3ucg_A,C2,178
3ucq_A,C2,1310
3uep_A,C2,192
3uff_A,C2,130
3ug9_A,C2,666
3ugs_A,C2,450
3ujh_A,C2,1134
3ujm_A,C2,240
3uk1_A,C2,1422
3ulh_A,C2,214
3ulx_A,C2,348
3um9_A,C2,460
3umb_A,C2,466
3umz_A,C2,226
3uoe_A,C2,714
3uov_A,C2,1090
3uow_A,C2,1112
3upl_A,C2,892
3ups_A,C2,272
3urr_A,C2,306
3uss_A,C2,422
3ut1_A,C2,648
3ut4_A,C2,268
3uv0_A,C2,204
3uv1_A,C2,392
3uw3_A,C2,754
3ux2_A,C2,260
3ux8_A,C2,1340
3uyi_A,C2,674
3uyj_A,C2,496
3uyu_A,C2,482
3v1e_A,C2,96
3v1v_A,C2,866
3v48_A,C2,536
3v4c_A,C2,1056
3v67_A,C2,276
3v69_A,C2,280
3v75_A,C2,602
3v76_A,C2,834
3v7i_A,C2,826
3vab_A,C2,886
3vay_A,C2,460
3vc5_A,C2,882
3vc8_A,C2,188
3vcx_A,C2,328
3vdg_A,C2,890
3vdu_A,C2,424
3vh1_A,C2,1196
3vjf_A,C2,204
3vjz_A,C2,332
3vk6_A,C2,202
3vmk_A,C2,750
3vol_A,C2,466
3vp6_A,C2,1022
